id,Fin_year,Week_no,Week_startdate,Week_enddate,Revision_no,Letter_refno,Letter_date,Payment_date,Disbursement_date,Lc_date,Interest_levydate,Entity,Fin_code,Outstandings,PayableorReceivable,ProRata,Amount,modified_remarks,Status,Consider_Week,Consider_Year,id-2,Pay_type,Pay_refno,Pay_date,Pay_amount,Due_amount,Paid_for,Status-2,reject_remarks,registration_id_id,Remarks,Bank_type
1393,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,AVAADA SOLARISE PAVAGADA,A0722,0,Payable,2966,59,null,Complete,29,2023-24,363,NEFT,fhgft58555,2023-11-02,2966,0,AVAADA SOLARISE PAVAGADA,Approved,Null,1393,NULL,SBI
1392,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,AVAADA SOLAR PAVAGADA,A0657,0,Payable,2729,54,null,Complete,29,2023-24,362,NEFT,fhgft4578,2023-11-03,2729,0,AVAADA SOLAR PAVAGADA,Approved,Null,1392,NULL,SBI
1391,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,ADYAH PAVAGADA,A0732,0,Payable,2570,51,null,Complete,34,2023-24,405,NEFT,saf,2023-11-27,2570,0,ADYAH PAVAGADA,Approved,Null,1391,NULL,SBI
1390,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,"Adani Solar AP Seven,NPKUNTA",S0933,0,Payable,16736,334,null,Complete,29,2023-24,361,NEFT,fhgfy5444,2023-10-31,16736,0,"Adani Solar AP Seven,NPKUNTA",Approved,Null,1390,NULL,SBI
1389,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,TATA POWER NPKUNTA,T0289,0,Payable,19124,382,null,Complete,31,2023-24,390,NEFT,af,2023-11-15,19124,0,TATA POWER NPKUNTA,Approved,Null,1389,NULL,SBI
1388,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,NTPC NPKUNTA,N0311,0,Payable,21696,433,null,Complete,29,2023-24,360,NEFT,fgfj36544,2023-10-31,21696,0,NTPC NPKUNTA,Approved,Null,1388,NULL,SBI
1387,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,SPRNG NPKUNTA,S0863,0,Payable,12728,254,null,Complete,30,2023-24,382,NEFT,af,2023-12-08,12728,0,SPRNG NPKUNTA,Approved,Null,1387,NULL,SBI
1386,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,AYANA NPKUNTA,A0782,0,Payable,1056,21,null,Complete,39,2023-24,613,NEFT,af,2023-11-21,1056,0,AYANA NPKUNTA,Approved,Null,1386,NULL,Indian Bank
1385,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,IGS II NPKUNTA,M0448,0,Payable,5769,115,null,Complete,29,2023-24,359,NEFT,fujyhf5245,2023-11-01,5769,0,IGS II NPKUNTA,Approved,Null,1385,NULL,SBI
1384,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,IGS I NPKUNTA,F0071,0,Payable,9458,189,null,Complete,29,2023-24,358,NEFT,fghy5695,2023-11-01,9458,0,IGS I NPKUNTA,Approved,Null,1384,NULL,SBI
1383,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,AZURE NPKUNTA,A0636,0,Payable,3839,76,null,Complete,34,2023-24,439,NEFT,,2023-11-30,3839,0,AZURE NPKUNTA,Approved,Null,1383,,Indian Bank
1382,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,ATHENA KARNAL NPKUNTA,A0638,0,Payable,12057,241,null,Complete,29,2023-24,357,NEFT,fhgy5965,2023-10-30,12057,0,ATHENA KARNAL NPKUNTA,Approved,Null,1382,NULL,SBI
1381,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,ATHENA HISSAR NPKUNTA,A0639,0,Payable,8139,162,null,Complete,29,2023-24,356,NEFT,fhgfyt64597,2023-10-30,8139,0,ATHENA HISSAR NPKUNTA,Approved,Null,1381,NULL,SBI
1380,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,ATHENA BHIWADI NPKUNTA,A0640,0,Payable,8265,165,null,Complete,29,2023-24,355,NEFT,fghf6574,2023-10-30,8265,0,ATHENA BHIWADI NPKUNTA,Approved,Null,1380,NULL,SBI
1379,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,NPCIL KKNPP Unit-2,K0148,0,Payable,13687,273,null,Complete,29,2023-24,354,NEFT,fhfg645987,2023-11-03,13687,0,NPCIL KKNPP Unit-2,Approved,Null,1379,NULL,SBI
1378,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,NPCIL KKNPP,N0137,0,Payable,13687,273,null,Complete,29,2023-24,353,NEFT,fhgfy35487,2023-11-03,13687,0,NPCIL KKNPP,Approved,Null,1378,NULL,SBI
1374,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,SEIL Project-2,N0149,0,Payable,52000,1040,null,Complete,29,2023-24,352,NEFT,dhfty54668,2023-10-30,52000,0,SEIL Project-2,Approved,Null,1374,NULL,SBI
1371,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,LKPPL,L0041,0,Payable,27591,551,null,Complete,31,2023-24,389,NEFT,af,2023-11-15,27591,0,LKPPL,Approved,Null,1371,NULL,SBI
1370,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,SEL,S0183,0,Payable,95114,1902,null,Complete,31,2023-24,381,NEFT,asf,2023-11-06,93212,1902,SEL,Approved,Null,1370,NULL,SBI
1370,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,SEL,S0183,0,Payable,95114,1902,null,Complete,31,2023-24,388,NEFT,af,2023-11-13,1902,0,SEL,Approved,Null,1370,NULL,SBI
1369,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,MEPL,M0188,0,Payable,59891,1197,null,Complete,46,2023-24,884,NEFT,,2024-02-28,59891,0,MEPL,Approved,Null,1369,,Indian Bank
1362,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,NLC TS-I Expansion,N0134,0,Payable,120927,2418,null,Complete,29,2023-24,351,NEFT,fgfht6578,2023-10-27,120927,0,NLC TS-I Expansion,Approved,Null,1362,NULL,SBI
1361,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,NLC TS-II Stage-II,N0133,0,Payable,334979,6699,null,Complete,29,2023-24,350,NEFT,fghf5659,2023-10-27,334979,0,NLC TS-II Stage-II,Approved,Null,1361,NULL,SBI
1353,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,GOA (SR),A0071,0,Payable,17924,358,null,Complete,29,2023-24,349,NEFT,fgfg65548,2023-10-31,17924,0,GOA (SR),Approved,Null,1353,NULL,SBI
1352,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,PUDUCHERY,A0072,0,Payable,129998,2599,null,Complete,29,2023-24,348,NEFT,fgtr3555,2023-10-30,129998,0,PUDUCHERY,Approved,Null,1352,NULL,SBI
1351,2023-24,29,2023-10-09,2023-10-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-24,2023-11-03,2023-11-06,2023-11-06,2023-11-06,TELANGANA,T0192,0,Payable,1090131,21802,null,Complete,29,2023-24,347,NEFT,fdrd5454,2023-11-04,1090131,0,TELANGANA,Approved,Null,1351,NULL,SBI
1478,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,BETAM TUTICORIN,B0285,0,Payable,17,0,null,Complete,39,2023-24,617,NEFT,df,2023-12-05,17,0,BETAM TUTICORIN,Approved,Null,1478,NULL,SBI
1475,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,JSW RENEW TWO TUTICORIN,J0214,0,Payable,167,3,null,Complete,30,2023-24,294,NEFT,fdyt656988,2023-11-06,167,0,JSW RENEW TWO TUTICORIN,Approved,Null,1475,NULL,SBI
1473,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,NTPC ETTAYAPURAM,N0423,0,Payable,167,3,null,Complete,30,2023-24,293,NEFT,fgfgf6598,2023-11-03,167,0,NTPC ETTAYAPURAM,Approved,Null,1473,NULL,SBI
1471,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,TATA PAVAGADA,T0296,0,Payable,8009,160,null,Complete,31,2023-24,396,NEFT,afs,2023-11-15,8009,0,TATA PAVAGADA,Approved,Null,1471,NULL,SBI
1470,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,ADANIKA9 PAVAGADA,S0924,0,Payable,303,6,null,Complete,30,2023-24,292,NEFT,fhfgjf657,2023-11-10,303,0,ADANIKA9 PAVAGADA,Approved,Null,1470,NULL,SBI
1469,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,AMPLUS (REWARI) PAVAGADA,A0661,0,Payable,691,13,null,Complete,36,2023-24,520,NEFT,,2023-12-19,691,0,AMPLUS (REWARI) PAVAGADA,Approved,Null,1469,,SBI Reactive
1468,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,YARROW PAVAGADA,Y0023,0,Payable,157,3,null,Complete,34,2023-24,408,NEFT,af,2023-11-06,157,0,YARROW PAVAGADA,Approved,Null,1468,NULL,SBI
1467,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,RENEW PAVAGADA,R0350,0,Payable,1536,30,null,Complete,34,2023-24,452,NEFT,SF,2023-11-24,1536,0,RENEW PAVAGADA,Approved,Null,1467,NULL,SBI
1466,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,PARAMPUJYA PAVAGADA,P0453,0,Payable,5187,103,null,Complete,30,2023-24,291,NEFT,fthfg54878,2023-11-07,5187,0,PARAMPUJYA PAVAGADA,Approved,Null,1466,NULL,SBI
1465,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,AMPLUS TUMKUR (KURUKSHETRA) PAVAGADA,A0662,0,Payable,1536,30,null,Complete,37,2023-24,560,NEFT,,2023-12-26,1536,0,AMPLUS TUMKUR (KURUKSHETRA) PAVAGADA,Approved,Null,1465,,SBI Reactive
1464,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,KREDL PAVAGADA,K0238,0,Payable,995,19,null,Complete,30,2023-24,290,NEFT,gftr6598,2023-11-07,995,0,KREDL PAVAGADA,Approved,Null,1464,NULL,SBI
1463,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,FORTUM SOLAR PAVAGADA,F0081,0,Payable,2665,53,null,Complete,30,2023-24,289,NEFT,fgftf6574,2023-11-08,2665,0,FORTUM SOLAR PAVAGADA,Approved,Null,1463,NULL,SBI
1462,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,FORTUMFIN PAVAGADA,F0075,0,Payable,2433,48,null,Complete,30,2023-24,288,NEFT,gfdyt56547,2023-11-07,2433,0,FORTUMFIN PAVAGADA,Approved,Null,1462,NULL,SBI
1461,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,AZURE PAVAGADA,A0667,0,Payable,1552,31,null,Complete,34,2023-24,399,NEFT,sf,2023-11-23,1552,0,AZURE PAVAGADA,Approved,Null,1461,NULL,SBI
1460,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,AVAADA SOLARISE PAVAGADA,A0722,0,Payable,1074,21,null,Complete,30,2023-24,287,NEFT,ytfr354545,2023-11-03,1074,0,AVAADA SOLARISE PAVAGADA,Approved,Null,1460,NULL,SBI
1459,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,AVAADA SOLAR PAVAGADA,A0657,0,Payable,1269,25,null,Complete,30,2023-24,286,NEFT,fghfh3656,2023-11-02,1269,0,AVAADA SOLAR PAVAGADA,Approved,Null,1459,NULL,SBI
1458,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,ADYAH PAVAGADA,A0732,0,Payable,2873,57,null,Complete,4,2024-25,1287,NEFT,,2024-05-07,2873,0,ADYAH PAVAGADA,Approved,Null,1458,,SBI
1457,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,"Adani Solar AP Seven,NPKUNTA",S0933,0,Payable,12504,250,null,Complete,30,2023-24,285,NEFT,hdfd65987,2023-11-07,12504,0,"Adani Solar AP Seven,NPKUNTA",Approved,Null,1457,NULL,SBI
1456,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,TATA POWER NPKUNTA,T0289,0,Payable,9116,182,null,Complete,31,2023-24,395,NEFT,fs,2023-11-15,9116,0,TATA POWER NPKUNTA,Approved,Null,1456,NULL,SBI
1455,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,NTPC NPKUNTA,N0311,0,Payable,22096,441,null,Complete,30,2023-24,284,NEFT,ythfh6574,2023-11-03,22096,0,NTPC NPKUNTA,Approved,Null,1455,NULL,SBI
1454,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,SPRNG NPKUNTA,S0863,0,Payable,14992,299,null,Complete,30,2023-24,283,NEFT,fghfhf656,2023-11-08,14992,0,SPRNG NPKUNTA,Approved,Null,1454,NULL,SBI
1453,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,AYANA NPKUNTA,A0782,0,Payable,1400,28,null,Complete,39,2023-24,614,NEFT,af,2023-11-21,1400,0,AYANA NPKUNTA,Approved,Null,1453,NULL,Indian Bank
1452,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,IGS II NPKUNTA,M0448,0,Payable,635,12,null,Complete,30,2023-24,282,NEFT,fghjf5674,2023-11-07,635,0,IGS II NPKUNTA,Approved,Null,1452,NULL,SBI
1451,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,IGS I NPKUNTA,F0071,0,Payable,4355,87,null,Complete,30,2023-24,281,NEFT,fghfh6569,2023-11-07,4355,0,IGS I NPKUNTA,Approved,Null,1451,NULL,SBI
1450,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,AZURE NPKUNTA,A0636,0,Payable,1230,24,null,Complete,39,2023-24,610,NEFT,sdg,2023-11-23,1230,0,AZURE NPKUNTA,Approved,Null,1450,NULL,Indian Bank
1449,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,ATHENA KARNAL NPKUNTA,A0638,0,Payable,6765,135,null,Complete,30,2023-24,280,NEFT,dfhd6564,2023-11-03,6765,0,ATHENA KARNAL NPKUNTA,Approved,Null,1449,NULL,SBI
1448,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,ATHENA HISSAR NPKUNTA,A0639,0,Payable,2888,57,null,Complete,30,2023-24,279,NEFT,fdrfg6456,2023-11-03,2888,0,ATHENA HISSAR NPKUNTA,Approved,Null,1448,NULL,SBI
1447,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,ATHENA BHIWADI NPKUNTA,A0640,0,Payable,3029,60,null,Complete,30,2023-24,278,NEFT,fsgdf65464,2023-11-03,3029,0,ATHENA BHIWADI NPKUNTA,Approved,Null,1447,NULL,SBI
1446,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,NPCIL KKNPP Unit-2,K0148,0,Payable,12338,246,null,Complete,30,2023-24,277,NEFT,fdhg6544,2023-11-10,12338,0,NPCIL KKNPP Unit-2,Approved,Null,1446,NULL,SBI
1445,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,NPCIL KKNPP,N0137,0,Payable,12338,246,null,Complete,30,2023-24,276,NEFT,fdrd54857,2023-11-10,12338,0,NPCIL KKNPP,Approved,Null,1445,NULL,SBI
1441,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,SEIL Project-2,N0149,0,Payable,109,2,null,Complete,34,2023-24,407,NEFT,asf,2023-11-06,109,0,SEIL Project-2,Approved,Null,1441,NULL,SBI
1438,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,LKPPL,L0041,0,Payable,29918,598,null,Complete,31,2023-24,394,NEFT,af,2023-11-15,29918,0,LKPPL,Approved,Null,1438,NULL,SBI
1437,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,SEL,S0183,0,Payable,34373,687,null,Complete,31,2023-24,275,NEFT,fgfty5748,2023-11-10,33686,687,SEL,Approved,Null,1437,NULL,SBI
1437,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,SEL,S0183,0,Payable,34373,687,null,Complete,31,2023-24,393,NEFT,af,2023-11-13,687,0,SEL,Approved,Null,1437,NULL,SBI
1436,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,MEPL,M0188,0,Payable,6546,130,null,Complete,46,2023-24,897,NEFT,,2024-02-28,6546,0,MEPL,Approved,Null,1436,,Indian Bank
1429,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,NLC TS-I Expansion,N0134,0,Payable,192309,3846,null,Complete,30,2023-24,274,NEFT,fdhd6554,2023-11-06,192309,0,NLC TS-I Expansion,Approved,Null,1429,NULL,SBI
1428,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,NLC TS-II Stage-II,N0133,0,Payable,362313,7246,null,Complete,30,2023-24,273,NEFT,fdtfy5498,2023-11-04,362313,0,NLC TS-II Stage-II,Approved,Null,1428,NULL,SBI
1420,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,GOA (SR),A0071,0,Payable,16164,323,null,Complete,30,2023-24,272,NEFT,fsfd5455,2023-11-06,16164,0,GOA (SR),Approved,Null,1420,NULL,SBI
1418,2023-24,30,2023-10-16,2023-10-22,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-10-31,2023-11-10,2023-11-13,2023-11-13,2023-11-13,TELANGANA,T0192,0,Payable,1506625,30132,null,Complete,30,2023-24,271,NEFT,fghfyfd32365,2023-11-10,1506625,0,TELANGANA,Approved,Null,1418,NULL,SBI
1545,2023-24,31,2023-10-23,2023-10-29,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-11-07,2023-11-17,2023-11-20,2023-11-20,2023-11-20,BETAM TUTICORIN,B0285,0,Payable,151,3,null,Complete,39,2023-24,618,NEFT,fsd,2023-12-05,151,0,BETAM TUTICORIN,Approved,Null,1545,NULL,SBI
1544,2023-24,31,2023-10-23,2023-10-29,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-11-07,2023-11-17,2023-11-20,2023-11-20,2023-11-20,ORANGE SIRONJ TUTICORIN,O0081,0,Payable,2216,44,null,Complete,34,2023-24,410,NEFT,sf,2023-11-21,2216,0,ORANGE SIRONJ TUTICORIN,Approved,Null,1544,NULL,SBI
1542,2023-24,31,2023-10-23,2023-10-29,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-11-07,2023-11-17,2023-11-20,2023-11-20,2023-11-20,JSW RENEW TWO TUTICORIN,J0214,0,Payable,418,8,null,Complete,34,2023-24,404,NEFT,fd,2023-11-14,418,0,JSW RENEW TWO TUTICORIN,Approved,Null,1542,NULL,SBI
1541,2023-24,31,2023-10-23,2023-10-29,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-11-07,2023-11-17,2023-11-20,2023-11-20,2023-11-20,GIREL TUTICORIN,G0224,0,Payable,368,7,null,Complete,37,2023-24,563,NEFT,af,2023-11-29,368,0,GIREL TUTICORIN,Approved,Null,1541,NULL,SBI
1540,2023-24,31,2023-10-23,2023-10-29,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-11-07,2023-11-17,2023-11-20,2023-11-20,2023-11-20,NTPC ETTAYAPURAM,N0423,0,Payable,585,11,null,Complete,34,2023-24,409,NEFT,fsf,2023-11-17,585,0,NTPC ETTAYAPURAM,Approved,Null,1540,NULL,SBI
1539,2023-24,31,2023-10-23,2023-10-29,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-11-07,2023-11-17,2023-11-20,2023-11-20,2023-11-20,GRT SOLAR TUTICORIN,G0287,0,Payable,167,3,null,Complete,40,2023-24,675,NEFT,af,2024-01-11,167,0,GRT SOLAR TUTICORIN,Approved,Null,1539,NULL,SBI
1538,2023-24,31,2023-10-23,2023-10-29,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-11-07,2023-11-17,2023-11-20,2023-11-20,2023-11-20,TATA PAVAGADA,T0296,0,Payable,40227,804,null,Complete,31,2023-24,304,NEFT,fghf6544,2023-11-15,40227,0,TATA PAVAGADA,Approved,Null,1538,NULL,SBI
1537,2023-24,31,2023-10-23,2023-10-29,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-11-07,2023-11-17,2023-11-20,2023-11-20,2023-11-20,ADANIKA9 PAVAGADA,S0924,0,Payable,22966,459,null,Complete,31,2023-24,303,NEFT,fghf5474,2023-11-13,22966,0,ADANIKA9 PAVAGADA,Approved,Null,1537,NULL,SBI
1536,2023-24,31,2023-10-23,2023-10-29,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2023-11-07,2023-11-17,2023-11-20,2023-11-20,2023-11-20,AMPLUS (REWARI) PAVAGADA,A0661,0,Payable,5986,119,null,Complete,36,2023-24,521,NEFT,,2023-12-19,5986,0,AMPLUS (REWARI) PAVAGADA,Approved,Null,1536,,SBI Reactive
