id,Fin_year,Week_no,Week_startdate,Week_enddate,Revision_no,Letter_refno,Letter_date,Payment_date,Disbursement_date,Lc_date,Interest_levydate,Entity,Fin_code,Outstandings,PayableorReceivable,ProRata,Amount,modified_remarks,Status,Consider_Week,Consider_Year,id-2,Pay_type,Pay_refno,Pay_date,Pay_amount,Due_amount,Paid_for,Status-2,reject_remarks,registration_id_id,Remarks,Bank_type
31,2020-21,52,2021-03-22,2021-03-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2021-04-06,2021-04-16,2021-04-19,2021-04-19,2021-04-19,TELANGANA,T0192,0,Payable,1309349,1309349,null,Complete,NULL,NULL,22,NEFT,ghjgj,2021-04-16,1309349,0,TELANGANA,Approved,Null,31,NULL,NULL
37,2021-22,1,2021-03-29,2021-04-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2021-04-14,2021-04-24,2021-04-24,2021-04-24,2021-04-24,TELANGANA,T0192,0,Payable,552228,552228,null,Complete,NULL,NULL,23,NEFT,gjhgsds,2021-04-23,552228,0,TELANGANA,Approved,Null,37,NULL,NULL
49,2021-22,3,2021-04-12,2021-04-18,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2021-04-27,2021-05-07,2021-05-11,2021-05-10,2021-05-10,TELANGANA,T0192,0,Payable,2312585,2312585,null,Complete,NULL,NULL,25,NEFT,2121231,2021-05-07,2312585,0,TELANGANA,Approved,Null,49,NULL,NULL
43,2021-22,4,2021-04-19,2021-04-25,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2021-05-04,2021-05-14,2021-05-17,2021-05-17,2021-05-17,TELANGANA,T0192,0,Payable,3350717,3350717,null,Complete,NULL,NULL,24,NEFT,dsdsa,2021-05-13,3350717,0,TELANGANA,Approved,Null,43,NULL,NULL
55,2021-22,5,2021-04-26,2021-05-02,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-05-11,2021-05-21,2021-05-24,2021-05-24,2021-05-24,TELANGANA,T0192,0,Payable,6466473,6466472,null,Complete,NULL,NULL,26,NEFT,566+5,2021-05-21,6466472,0,TELANGANA,Approved,Null,55,NULL,NULL
61,2021-22,6,2021-05-03,2021-05-09,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-05-18,2021-05-28,2021-06-02,2021-05-31,2021-05-31,TELANGANA,T0192,0,Payable,6799135,6799134,null,Complete,NULL,NULL,27,NEFT,ghfghj,2021-05-28,6799134,0,TELANGANA,Approved,Null,61,NULL,NULL
73,2021-22,7,2021-05-10,2021-05-16,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2021-05-25,2021-06-04,2021-06-07,2021-06-07,2021-06-07,TELANGANA,T0192,0,Payable,7192827,7192827,null,Complete,NULL,NULL,28,NEFT,4554,2021-06-04,7192827,0,TELANGANA,Approved,Null,73,NULL,NULL
79,2021-22,8,2021-05-17,2021-05-23,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-06-01,2021-06-11,2021-06-14,2021-06-14,2021-06-14,TELANGANA,T0192,0,Payable,10068592,10068591,prorata,Complete,NULL,NULL,30,NEFT, RTGS INW TG POWER DISTRIB RTGS   SBINR52021061128069517 TRANSFER FROM 94957000128,2021-06-11,10068592,0,TELANGANA,Approved,Null,79,NULL,NULL
77,2021-22,8,2021-05-17,2021-05-23,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-06-01,2021-06-11,2021-06-14,2021-06-14,2021-06-14,TAMIL NADU,A0073,0,Payable,1330607,1330606,prorata,Complete,NULL,NULL,29,NEFT, RTGS INW CFC / TANGEDCO   RTGS   CNRBR52021061162762647 TRANSFER FROM 94957000128,2021-06-11,1330607,0,TAMIL NADU,Approved,Null,77,NULL,NULL
85,2021-22,9,2021-05-24,2021-05-30,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-06-08,2021-06-18,2021-06-21,2021-06-21,2021-06-21,TELANGANA,T0192,0,Payable,8287806,8287806,null,Complete,NULL,NULL,32,NEFT, RTGS INW TG POWER DISTRIB RTGS   SBINR52021061828985676 TRANSFER FROM 94957000128,2021-06-18,8287806,0,TELANGANA,Approved,Null,85,NULL,NULL
83,2021-22,9,2021-05-24,2021-05-30,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-06-08,2021-06-18,2021-06-21,2021-06-21,2021-06-21,TAMIL NADU,A0073,0,Payable,1445987,1445987,null,Complete,NULL,NULL,31,NEFT, RTGS INW CFC / TANGEDCO   RTGS   CNRBR52021061863198645 TRANSFER FROM 94957000128,2021-06-18,1445987,0,TAMIL NADU,Approved,Null,83,TN,NULL
91,2021-22,10,2021-05-31,2021-06-06,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-06-15,2021-06-25,2021-06-28,2021-06-28,2021-06-28,TELANGANA,T0192,0,Payable,14377302,14377301,null,Complete,NULL,NULL,34,NEFT, RTGS INW TG POWER DISTRIB RTGS   SBINR52021062530022202 TRANSFER FROM 94957000128,2021-06-25,14377302,0,TELANGANA,Approved,Null,91,NULL,NULL
89,2021-22,10,2021-05-31,2021-06-06,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-06-15,2021-06-25,2021-06-28,2021-06-28,2021-06-28,TAMIL NADU,A0073,0,Payable,1727626,1727625,null,Complete,NULL,NULL,33,NEFT, RTGS INW CFC / TANGEDCO   RTGS   CNRBR52021062563574330 TRANSFER FROM 94957000128,2021-06-25,1727626,0,TAMIL NADU,Approved,Null,89,NULL,NULL
97,2021-22,11,2021-06-07,2021-06-13,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-06-22,2021-07-02,2021-07-05,2021-07-05,2021-07-05,TELANGANA,T0192,0,Payable,12659658,12659658,null,Complete,NULL,NULL,35,NEFT,23312312,2021-07-02,12659658,0,TELANGANA,Approved,Null,97,NULL,NULL
103,2021-22,12,2021-06-14,2021-06-20,Revision 0,SRPC/SE-1/3(Reac)/2021/  ,2021-06-29,2021-07-09,2021-07-12,2021-07-12,2021-07-12,TELANGANA,T0192,0,Payable,11600929,11600929,null,Complete,NULL,NULL,36,NEFT,12`121`,2021-07-09,11600929,0,TELANGANA,Approved,Null,103,NULL,NULL
109,2021-22,13,2021-06-21,2021-06-27,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-07-06,2021-07-16,2021-07-19,2021-07-19,2021-07-19,TELANGANA,T0192,0,Payable,8039582,8039581,null,Complete,NULL,NULL,37,NEFT,123123,2021-07-16,8039582,0,TELANGANA,Approved,Null,109,NULL,NULL
115,2021-22,14,2021-06-28,2021-07-04,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-07-13,2021-07-23,2021-07-26,2021-07-26,2021-07-26,TELANGANA,T0192,0,Payable,3987325,3987325,null,Complete,NULL,NULL,38,NEFT,neft,2021-07-23,3987325,0,TELANGANA,Approved,Null,115,NULL,NULL
121,2021-22,15,2021-07-05,2021-07-11,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2021-07-20,2021-07-30,2021-08-02,2021-08-02,2021-08-02,TELANGANA,T0192,0,Payable,1883968,1883968,null,Complete,NULL,NULL,39,NEFT,wewewe,2021-07-30,1883968,0,TELANGANA,Approved,Null,121,NULL,NULL
127,2021-22,16,2021-07-12,2021-07-18,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-07-27,2021-08-06,2021-08-09,2021-08-09,2021-08-09,TELANGANA,T0192,0,Payable,4094609,4094609,null,Complete,NULL,NULL,42,NEFT,56655656,2021-08-06,4094609,0,TELANGANA,Approved,Null,127,NULL,NULL
125,2021-22,16,2021-07-12,2021-07-18,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-07-27,2021-08-06,2021-08-09,2021-08-09,2021-08-09,TAMIL NADU,A0073,0,Payable,930429,930429,null,Complete,NULL,NULL,41,NEFT,866,2021-08-06,930429,0,TAMIL NADU,Approved,Null,125,NULL,NULL
122,2021-22,16,2021-07-12,2021-07-18,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-07-27,2021-08-06,2021-08-09,2021-08-09,2021-08-09,ANDHRA PRADESH,A0072,0,Payable,1041835,1041834,null,Complete,NULL,NULL,40,NEFT,666565,2021-08-06,1041835,0,ANDHRA PRADESH,Approved,Null,122,NULL,NULL
133,2021-22,17,2021-07-19,2021-07-25,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-08-03,2021-08-13,2021-08-16,2021-08-16,2021-08-16,TELANGANA,T0192,0,Payable,3702777,3702777,null,Complete,NULL,NULL,44,NEFT,DADASD,2021-08-13,3702777,0,TELANGANA,Approved,Null,133,NULL,NULL
128,2021-22,17,2021-07-19,2021-07-25,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-08-03,2021-08-13,2021-08-16,2021-08-16,2021-08-16,ANDHRA PRADESH,A0072,0,Payable,913441,913440,null,Complete,NULL,NULL,43,NEFT,WQEQWEQW,2021-08-13,913441,0,ANDHRA PRADESH,Approved,Null,128,NULL,NULL
139,2021-22,18,2021-07-26,2021-08-01,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-08-10,2021-08-20,2021-08-23,2021-08-23,2021-08-23,TELANGANA,T0192,0,Payable,2279643,2279642,null,Complete,NULL,NULL,45,NEFT,q343432,2021-08-19,2279643,0,TELANGANA,Approved,Null,139,NULL,NULL
145,2021-22,19,2021-08-02,2021-08-08,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-08-17,2021-08-27,2021-08-30,2021-08-30,2021-08-30,TELANGANA,T0192,0,Payable,1851152,1851151,null,Complete,NULL,NULL,46,NEFT,2323234,2021-08-27,1851152,0,TELANGANA,Approved,Null,145,NULL,NULL
151,2021-22,20,2021-08-09,2021-08-15,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2021-08-24,2021-09-03,2021-09-06,2021-09-06,2021-09-06,TELANGANA,T0192,0,Payable,295101,295100,null,Complete,NULL,NULL,47,NEFT,434343,2021-09-03,295101,0,TELANGANA,Approved,Null,151,NULL,NULL
157,2021-22,21,2021-08-16,2021-08-22,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-08-31,2021-09-10,2021-09-13,2021-09-13,2021-09-13,TELANGANA,T0192,0,Payable,2122748,2122748,null,Complete,NULL,NULL,48,NEFT,131132,2021-09-09,2122748,0,TELANGANA,Approved,Null,157,NULL,NULL
163,2021-22,22,2021-08-23,2021-08-29,Revision 0, SRPC/SE-1/3(Reac)/2021/ ,2021-09-07,2021-09-17,2021-09-20,2021-09-20,2021-09-20,TELANGANA,T0192,0,Payable,2816597,2816596,null,Complete,NULL,NULL,49,NEFT,123131,2021-09-17,2816597,0,TELANGANA,Approved,Null,163,NULL,NULL
158,2021-22,22,2021-08-23,2021-08-29,Revision 0, SRPC/SE-1/3(Reac)/2021/ ,2021-09-07,2021-09-17,2021-09-20,2021-09-20,2021-09-20,ANDHRA PRADESH,A0072,0,Payable,1746397,1746396,null,Complete,NULL,NULL,50,NEFT,213123,2021-09-17,1746397,0,ANDHRA PRADESH,Approved,Null,158,NULL,NULL
169,2021-22,23,2021-08-30,2021-09-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2021-09-14,2021-09-24,2021-09-27,2021-09-27,2021-09-27,TELANGANA,T0192,0,Payable,6840710,6840710,null,Complete,NULL,NULL,51,NEFT,hjgty,2021-09-24,6840710,0,TELANGANA,Approved,Null,169,NULL,NULL
167,2021-22,23,2021-08-30,2021-09-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2021-09-14,2021-09-24,2021-09-27,2021-09-27,2021-09-27,TAMIL NADU,A0073,0,Payable,846601,846600,null,Complete,NULL,NULL,54,NEFT,huyg,2021-09-24,846601,0,TAMIL NADU,Approved,Null,167,NULL,NULL
164,2021-22,23,2021-08-30,2021-09-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2021-09-14,2021-09-24,2021-09-27,2021-09-27,2021-09-27,ANDHRA PRADESH,A0072,-5071169,Payable,5071169,5071169,null,Excess,NULL,NULL,53,NEFT,tyfdd,2021-09-24,5071169,-5071169,ANDHRA PRADESH,Created,Null,164,NULL,NULL
164,2021-22,23,2021-08-30,2021-09-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2021-09-14,2021-09-24,2021-09-27,2021-09-27,2021-09-27,ANDHRA PRADESH,A0072,-5071169,Payable,5071169,5071169,null,Excess,NULL,NULL,52,NEFT,tyfdd,2021-09-24,5071169,0,ANDHRA PRADESH,Approved,Null,164,NULL,NULL
175,2021-22,24,2021-09-06,2021-09-12,Revision 0, SRPC/SE-1/3(Reac)/2021,2021-09-21,2021-10-01,2021-10-04,2021-10-04,2021-10-04,TELANGANA,T0192,0,Payable,5071141,5071141,null,Complete,NULL,NULL,55,NEFT, RTGS INW RTGS   SBINR52021100144781201 TGPDCL          /SBIN TRANSFER FROM 94957000128,2021-10-01,5071141,0,TELANGANA,Approved,Null,175,NULL,NULL
181,2021-22,25,2021-09-13,2021-09-19,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-09-28,2021-10-08,2021-10-11,2021-10-11,2021-10-11,TELANGANA,T0192,0,Payable,2695265,2695265,null,Complete,NULL,NULL,56,NEFT,hjgv496,2021-10-08,2695265,0,TELANGANA,Approved,Null,181,NULL,NULL
187,2021-22,26,2021-09-20,2021-09-26,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-10-05,2021-10-15,2021-10-18,2021-10-18,2021-10-18,TELANGANA,T0192,0,Payable,7124649,7124649,null,Complete,NULL,NULL,58,NEFT, BY TRANSFER RTGS   SBINR12021101947467378 TG POWER DISTRIB/SBIN TRANSFER FROM 94957000128,2021-10-19,7124649,0,TELANGANA,Approved,Null,187,NULL,NULL
185,2021-22,26,2021-09-20,2021-09-26,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-10-05,2021-10-15,2021-10-18,2021-10-18,2021-10-18,TAMIL NADU,A0073,0,Payable,1056063,1056063,null,Complete,NULL,NULL,57,NEFT,gfhb3261,2021-10-13,1056063,0,TAMIL NADU,Approved,Null,185,NULL,NULL
193,2021-22,27,2021-09-27,2021-10-03,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-10-12,2021-10-22,2021-10-25,2021-10-25,2021-10-25,TELANGANA,T0192,0,Payable,6280702,6280702,null,Complete,NULL,NULL,60,NEFT,1,2021-10-22,6280702,0,TELANGANA,Approved,Null,193,NULL,NULL
191,2021-22,27,2021-09-27,2021-10-03,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-10-12,2021-10-22,2021-10-25,2021-10-25,2021-10-25,TAMIL NADU,A0073,0,Payable,2886753,2886753,null,Complete,NULL,NULL,59,NEFT,456,2021-10-22,2886753,0,TAMIL NADU,Approved,Null,191,NULL,NULL
199,2021-22,28,2021-10-04,2021-10-10,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-10-19,2021-10-29,2021-11-01,2021-11-01,2021-11-01,TELANGANA,T0192,0,Payable,5529184,5529184,null,Complete,NULL,NULL,61,NEFT,dtrd6545,2021-10-30,5529184,0,TELANGANA,Approved,Null,199,NULL,NULL
197,2021-22,28,2021-10-04,2021-10-10,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-10-19,2021-10-29,2021-11-01,2021-11-01,2021-11-01,TAMIL NADU,A0073,0,Payable,4936003,4936002,null,Complete,NULL,NULL,62,NEFT,gfhfy6566,2021-10-30,4936003,0,TAMIL NADU,Approved,Null,197,NULL,NULL
205,2021-22,29,2021-10-11,2021-10-17,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-10-26,2021-11-05,2021-11-08,2021-11-08,2021-11-08,TELANGANA,T0192,0,Payable,6339754,6339754,null,Complete,NULL,NULL,65,NEFT,dhyd5324,2021-11-05,6339754,0,TELANGANA,Approved,Null,205,NULL,NULL
203,2021-22,29,2021-10-11,2021-10-17,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-10-26,2021-11-05,2021-11-08,2021-11-08,2021-11-08,TAMIL NADU,A0073,0,Payable,2937975,2937975,null,Complete,NULL,NULL,64,NEFT,gfdt6545,2021-11-03,2937975,0,TAMIL NADU,Approved,Null,203,NULL,NULL
200,2021-22,29,2021-10-11,2021-10-17,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-10-26,2021-11-05,2021-11-08,2021-11-08,2021-11-08,ANDHRA PRADESH,A0072,0,Payable,722369,722369,null,Complete,NULL,NULL,63,NEFT,gfdtr6548`,2021-11-05,722369,0,ANDHRA PRADESH,Approved,Null,200,NULL,NULL
211,2021-22,30,2021-10-18,2021-10-24,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-11-02,2021-11-12,2021-11-15,2021-11-15,2021-11-15,TELANGANA,T0192,0,Payable,8686278,8686278,null,Complete,NULL,NULL,67,NEFT,dfhrg3656,2021-11-12,8686278,0,TELANGANA,Approved,Null,211,NULL,NULL
209,2021-22,30,2021-10-18,2021-10-24,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-11-02,2021-11-12,2021-11-15,2021-11-15,2021-11-15,TAMIL NADU,A0073,0,Payable,3790938,3790938,null,Complete,NULL,NULL,66,NEFT,ghjfy6546,2021-11-12,3790938,0,TAMIL NADU,Approved,Null,209,NULL,NULL
217,2021-22,31,2021-10-25,2021-10-31,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-11-09,2021-11-19,2021-11-22,2021-11-22,2021-11-22,TELANGANA,T0192,0,Payable,7756205,7756205,null,Complete,NULL,NULL,68,NEFT,tuyft54458,2021-11-18,7756205,0,TELANGANA,Approved,Null,217,NULL,NULL
215,2021-22,31,2021-10-25,2021-10-31,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-11-09,2021-11-19,2021-11-22,2021-11-22,2021-11-22,TAMIL NADU,A0073,0,Payable,6008643,6008642,null,Complete,NULL,NULL,69,NEFT,htgfty548,2021-11-19,6008643,0,TAMIL NADU,Approved,Null,215,NULL,NULL
223,2021-22,32,2021-11-01,2021-11-07,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-11-16,2021-11-26,2021-11-29,2021-11-29,2021-11-29,TELANGANA,T0192,0,Payable,8383396,8383395,null,Complete,NULL,NULL,70,NEFT,fgdt5346,2021-11-26,8383396,0,TELANGANA,Approved,Null,223,NULL,NULL
221,2021-22,32,2021-11-01,2021-11-07,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-11-16,2021-11-26,2021-11-29,2021-11-29,2021-11-29,TAMIL NADU,A0073,0,Payable,11116997,11116996,null,Complete,NULL,NULL,71,NEFT,gfxg5364,2021-11-26,11116997,0,TAMIL NADU,Approved,Null,221,NULL,NULL
229,2021-22,33,2021-11-08,2021-11-14,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-11-23,2021-12-03,2021-12-06,2021-12-06,2021-12-06,TELANGANA,T0192,0,Payable,7063751,7063750,null,Complete,NULL,NULL,72,NEFT,fghfd6487,2021-12-03,7063751,0,TELANGANA,Approved,Null,229,NULL,NULL
227,2021-22,33,2021-11-08,2021-11-14,Revision 0,SRPC/SE-1/3(Reac)/2021/,2021-11-23,2021-12-03,2021-12-06,2021-12-06,2021-12-06,TAMIL NADU,A0073,0,Payable,9700822,9700822,null,Complete,NULL,NULL,73,NEFT,fyjrhj6564,2021-12-03,9700822,0,TAMIL NADU,Approved,Null,227,NULL,NULL
235,2021-22,34,2021-11-15,2021-11-21,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-11-30,2021-12-10,2021-12-13,2021-12-13,2021-12-13,TELANGANA,T0192,0,Payable,8539962,8539961,null,Complete,NULL,NULL,76,NEFT,fyjdcj5596,2021-12-10,8539962,0,TELANGANA,Approved,Null,235,NULL,NULL
233,2021-22,34,2021-11-15,2021-11-21,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-11-30,2021-12-10,2021-12-13,2021-12-13,2021-12-13,TAMIL NADU,A0073,0,Payable,4834359,4834359,null,Complete,NULL,NULL,75,NEFT,gfghth65687,2021-12-10,4834359,0,TAMIL NADU,Approved,Null,233,NULL,NULL
230,2021-22,34,2021-11-15,2021-11-21,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-11-30,2021-12-10,2021-12-13,2021-12-13,2021-12-13,ANDHRA PRADESH,A0072,0,Payable,8938228,8938228,null,Complete,NULL,NULL,74,NEFT,uyfj6565,2021-12-10,8938228,0,ANDHRA PRADESH,Approved,Null,230,NULL,NULL
241,2021-22,35,2021-11-22,2021-11-28,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-12-07,2021-12-17,2021-12-20,2021-12-20,2021-12-20,TELANGANA,T0192,0,Payable,8404055,8404054,null,Complete,NULL,NULL,78,NEFT,fhdxg5478,2021-12-15,8404055,0,TELANGANA,Approved,Null,241,NULL,NULL
239,2021-22,35,2021-11-22,2021-11-28,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-12-07,2021-12-17,2021-12-20,2021-12-20,2021-12-20,TAMIL NADU,A0073,0,Payable,5125765,5125764,null,Complete,NULL,NULL,77,NEFT,fytfy5646,2021-12-18,5125765,0,TAMIL NADU,Approved,Null,239,NULL,NULL
236,2021-22,35,2021-11-22,2021-11-28,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-12-07,2021-12-17,2021-12-20,2021-12-20,2021-12-20,ANDHRA PRADESH,A0072,0,Payable,7332236,7332236,null,Complete,NULL,NULL,79,NEFT,SNGH9884,2021-12-17,7332236,0,ANDHRA PRADESH,Approved,Null,236,NULL,NULL
247,2021-22,36,2021-11-29,2021-12-05,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-12-14,2021-12-24,2021-12-27,2021-12-27,2021-12-27,TELANGANA,T0192,0,Payable,5816770,5816770,null,Complete,NULL,NULL,82,NEFT,ftgfs3425,2021-12-24,5816770,0,TELANGANA,Approved,Null,247,NULL,NULL
245,2021-22,36,2021-11-29,2021-12-05,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-12-14,2021-12-24,2021-12-27,2021-12-27,2021-12-27,TAMIL NADU,A0073,0,Payable,6033544,6033544,null,Complete,NULL,NULL,81,NEFT,fhfs3655,2021-12-24,6033544,0,TAMIL NADU,Approved,Null,245,NULL,NULL
242,2021-22,36,2021-11-29,2021-12-05,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-12-14,2021-12-24,2021-12-27,2021-12-27,2021-12-27,ANDHRA PRADESH,A0072,0,Payable,8924533,8924532,null,Complete,NULL,NULL,80,NEFT,fyjrgh3525,2021-12-24,8924533,0,ANDHRA PRADESH,Approved,Null,242,NULL,NULL
253,2021-22,37,2021-12-06,2021-12-12,Revision 0, SRPC/SE-1/3(Reac)/2021/ ,2021-12-21,2021-12-31,2022-01-03,2022-01-03,2022-01-03,TELANGANA,T0192,0,Payable,3570215,3570215,null,Complete,NULL,NULL,83,NEFT,fghf6565,2021-12-31,3570215,0,TELANGANA,Approved,Null,253,NULL,NULL
251,2021-22,37,2021-12-06,2021-12-12,Revision 0, SRPC/SE-1/3(Reac)/2021/ ,2021-12-21,2021-12-31,2022-01-03,2022-01-03,2022-01-03,TAMIL NADU,A0073,0,Payable,8509943,8509943,null,Complete,NULL,NULL,85,NEFT,fadf5863,2021-12-31,8509943,0,TAMIL NADU,Approved,Null,251,NULL,NULL
248,2021-22,37,2021-12-06,2021-12-12,Revision 0, SRPC/SE-1/3(Reac)/2021/ ,2021-12-21,2021-12-31,2022-01-03,2022-01-03,2022-01-03,ANDHRA PRADESH,A0072,0,Payable,6541347,6541347,null,Complete,NULL,NULL,84,NEFT,fghu59654,2021-12-31,6541347,0,ANDHRA PRADESH,Approved,Null,248,NULL,NULL
265,2021-22,38,2021-12-13,2021-12-19,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-12-28,2022-01-07,2022-01-10,2022-01-10,2022-01-10,TELANGANA,T0192,0,Payable,3698121,3698121,null,Complete,NULL,NULL,88,NEFT,xcbfxb,2022-01-07,3698121,0,TELANGANA,Approved,Null,265,NULL,NULL
263,2021-22,38,2021-12-13,2021-12-19,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-12-28,2022-01-07,2022-01-10,2022-01-10,2022-01-10,TAMIL NADU,A0073,0,Payable,9641957,9641956,null,Complete,NULL,NULL,87,NEFT,sfgbn,2022-01-07,9641957,0,TAMIL NADU,Approved,Null,263,NULL,NULL
260,2021-22,38,2021-12-13,2021-12-19,Revision 0,SRPC/SE-1/3(Reac)/2021/ ,2021-12-28,2022-01-07,2022-01-10,2022-01-10,2022-01-10,ANDHRA PRADESH,A0072,0,Payable,4320410,4320410,null,Complete,NULL,NULL,86,NEFT,m;.lkm,2022-01-07,4320410,0,ANDHRA PRADESH,Approved,Null,260,NULL,NULL
271,2021-22,39,2021-12-20,2021-12-26,Revision 0,SRPC/SE-1/3(Reac)/2022/ ,2022-01-04,2022-01-14,2022-01-17,2022-01-17,2022-01-17,TELANGANA,T0192,0,Payable,3184673,3184673,null,Complete,NULL,NULL,91,NEFT,syh87875,2022-01-13,3184673,0,TELANGANA,Approved,Null,271,NULL,NULL
269,2021-22,39,2021-12-20,2021-12-26,Revision 0,SRPC/SE-1/3(Reac)/2022/ ,2022-01-04,2022-01-14,2022-01-17,2022-01-17,2022-01-17,TAMIL NADU,A0073,0,Payable,7486269,7486269,null,Complete,NULL,NULL,90,NEFT,dfyjy5789,2022-01-13,7486269,0,TAMIL NADU,Approved,Null,269,NULL,NULL
266,2021-22,39,2021-12-20,2021-12-26,Revision 0,SRPC/SE-1/3(Reac)/2022/ ,2022-01-04,2022-01-14,2022-01-17,2022-01-17,2022-01-17,ANDHRA PRADESH,A0072,0,Payable,2392365,2392365,null,Complete,NULL,NULL,89,NEFT,uguf6546,2022-01-15,2392365,0,ANDHRA PRADESH,Approved,Null,266,NULL,NULL
277,2021-22,40,2021-12-27,2022-01-02,Revision 0,SRPC/SE-1/3(Reac)/2022/,2022-01-11,2022-01-21,2022-01-24,2022-01-24,2022-01-24,TELANGANA,T0192,0,Payable,4848867,4848866,null,Complete,NULL,NULL,94,NEFT,fhdf4325,2022-01-21,4848867,0,TELANGANA,Approved,Null,277,NULL,NULL
275,2021-22,40,2021-12-27,2022-01-02,Revision 0,SRPC/SE-1/3(Reac)/2022/,2022-01-11,2022-01-21,2022-01-24,2022-01-24,2022-01-24,TAMIL NADU,A0073,0,Payable,6617645,6617644,null,Complete,NULL,NULL,93,NEFT,fghy3656,2022-01-21,6617645,0,TAMIL NADU,Approved,Null,275,NULL,NULL
272,2021-22,40,2021-12-27,2022-01-02,Revision 0,SRPC/SE-1/3(Reac)/2022/,2022-01-11,2022-01-21,2022-01-24,2022-01-24,2022-01-24,ANDHRA PRADESH,A0072,0,Payable,2512509,2512509,null,Complete,NULL,NULL,92,NEFT,fghhfg5654,2022-01-21,2512509,0,ANDHRA PRADESH,Approved,Null,272,NULL,NULL
283,2021-22,41,2022-01-03,2022-01-09,Revision 0,SRPC/SE-1/3(Reac)/2022/ ,2022-01-18,2022-01-28,2022-01-31,2022-01-31,2022-01-31,TELANGANA,T0192,0,Payable,4744283,4744282,null,Complete,NULL,NULL,95,NEFT,ghfy8679,2022-01-28,4744283,0,TELANGANA,Approved,Null,283,NULL,NULL
281,2021-22,41,2022-01-03,2022-01-09,Revision 0,SRPC/SE-1/3(Reac)/2022/ ,2022-01-18,2022-01-28,2022-01-31,2022-01-31,2022-01-31,TAMIL NADU,A0073,0,Payable,4913645,4913645,null,Complete,NULL,NULL,96,NEFT,gujg3654,2022-01-28,4913645,0,TAMIL NADU,Approved,Null,281,NULL,NULL
